No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia,Tertarik
5470,0.053,6,Laki-Laki,rural,2,3,40,0
5471,2.169,1,Laki-Laki,urban,2,1,34,0
5472,0.689,4,Laki-Laki,rural,1,1,33,0
5473,0.841,1,Perempuan,urban,2,1,34,0
5474,2.306,3,Perempuan,rural,0,1,47,0
5475,3.068,4,Laki-Laki,urban,3,2,31,1
5476,3.249,6,Laki-Laki,urban,2,2,34,0
5477,0.612,1,Laki-Laki,rural,0,0,31,0
5478,0.454,0,Perempuan,rural,4,0,34,0
5479,0.950,1,Perempuan,urban,0,2,29,0
5480,1.610,0,Laki-Laki,urban,0,5,41,0
5481,12.470,10,Laki-Laki,rural,1,4,38,1
5482,6.347,11,Laki-Laki,rural,3,0,43,0
5483,1.088,4,Perempuan,rural,0,3,31,0
5484,15.875,8,Laki-Laki,urban,1,1,38,0
5485,7.341,6,Perempuan,urban,3,0,48,0
5486,13.825,8,Perempuan,urban,4,2,39,0
5487,3.043,5,Laki-Laki,urban,1,2,31,1
5488,6.799,8,Laki-Laki,urban,0,2,50,0
5489,1.701,1,Perempuan,urban,2,2,44,0
5490,2.321,1,Laki-Laki,rural,2,1,43,0
5491,0.238,2,Perempuan,urban,1,3,30,0
5492,2.427,4,Laki-Laki,rural,2,4,33,0
5493,1.044,3,Perempuan,rural,1,2,34,0
5494,3.065,5,Laki-Laki,urban,3,2,39,0
5495,3.332,1,Perempuan,urban,0,3,42,0
5496,2.787,3,Laki-Laki,rural,1,1,35,0
5497,3.230,1,Perempuan,rural,4,3,37,0
5498,0.996,4,Laki-Laki,urban,1,0,40,0
5499,4.829,6,Laki-Laki,rural,0,0,45,0
5500,0.102,1,Perempuan,urban,0,1,26,0
5501,16.779,7,Laki-Laki,rural,2,2,35,1
5502,4.417,5,Laki-Laki,rural,4,5,32,1
5503,0.384,5,Perempuan,rural,4,1,36,0
5504,3.308,3,Laki-Laki,rural,3,0,38,0
5505,10.049,8,Laki-Laki,urban,2,2,38,0
5506,2.986,1,Laki-Laki,rural,1,2,33,0
5507,11.238,4,Laki-Laki,rural,2,2,34,0
5508,5.748,4,Perempuan,rural,5,0,46,0
5509,5.759,0,Perempuan,urban,1,2,35,0
5510,49.195,17,Laki-Laki,rural,2,14,38,1
5511,6.197,4,Laki-Laki,urban,0,4,40,0
5512,1.959,2,Laki-Laki,rural,2,3,39,0
5513,2.073,3,Laki-Laki,rural,4,2,37,0
5514,0.754,1,Laki-Laki,rural,1,2,35,0
5515,0.066,0,Laki-Laki,rural,1,3,41,0
5516,0.781,3,Laki-Laki,rural,2,2,35,0
5517,2.059,3,Laki-Laki,rural,1,0,37,0
5518,12.597,7,Perempuan,urban,4,2,33,1
5519,28.694,6,Perempuan,rural,1,7,35,1
5520,0.702,4,Laki-Laki,rural,0,0,45,0
5521,5.449,3,Laki-Laki,rural,1,3,41,0
5522,12.794,4,Laki-Laki,urban,2,3,32,1
5523,1.223,3,Laki-Laki,rural,0,0,39,0
5524,6.607,1,Perempuan,urban,1,2,38,0
5525,0.029,3,Laki-Laki,rural,1,2,43,0
5526,0.515,3,Laki-Laki,urban,1,1,38,0
5527,0.398,4,Perempuan,urban,2,0,31,0
5528,17.980,8,Laki-Laki,urban,3,1,38,0
5529,7.601,3,Perempuan,urban,1,2,42,0
5530,1.378,1,Perempuan,urban,1,6,24,1
5531,2.131,2,Perempuan,rural,5,9,33,1
5532,0.590,0,Perempuan,rural,0,3,46,0
5533,1.406,6,Laki-Laki,rural,0,0,38,0
5534,7.879,6,Laki-Laki,rural,3,2,44,0
5535,15.665,5,Laki-Laki,urban,1,4,32,1
5536,5.579,7,Laki-Laki,rural,1,1,41,0
5537,0.312,1,Laki-Laki,rural,0,0,37,0
5538,1.604,0,Perempuan,rural,4,2,34,0
5539,1.847,2,Laki-Laki,rural,2,5,37,0
5540,2.658,4,Laki-Laki,rural,0,0,45,0
5541,0.084,4,Laki-Laki,urban,1,2,38,0
5542,4.251,4,Perempuan,rural,2,2,32,0
5543,0.735,0,Perempuan,rural,2,0,41,0
5544,4.044,7,Laki-Laki,rural,3,2,35,0
5545,7.361,2,Laki-Laki,rural,0,1,36,0
5546,9.877,4,Perempuan,urban,2,2,35,0
5547,1.781,5,Laki-Laki,rural,2,1,32,0
5548,0.836,5,Laki-Laki,rural,1,4,40,0
5549,7.187,4,Laki-Laki,urban,1,5,30,1
5550,7.995,4,Perempuan,rural,1,2,32,0
5551,1.251,7,Laki-Laki,rural,1,0,29,1
5552,2.168,4,Laki-Laki,urban,0,0,34,0
5553,19.551,5,Laki-Laki,urban,1,2,30,1
5554,13.727,4,Laki-Laki,urban,6,2,34,1
5555,0.568,2,Perempuan,urban,1,2,39,0
5556,3.697,0,Perempuan,rural,4,5,40,0
5557,2.391,2,Laki-Laki,rural,1,0,28,1
5558,8.697,4,Perempuan,urban,3,1,31,1
5559,20.653,7,Laki-Laki,urban,2,2,38,0
5560,8.484,5,Perempuan,urban,0,3,38,0
5561,3.307,3,Perempuan,urban,0,4,44,0
5562,13.293,7,Laki-Laki,rural,1,2,30,1
5563,16.279,9,Laki-Laki,rural,0,3,35,1
5564,1.157,0,Perempuan,urban,1,3,31,0
5565,4.109,4,Laki-Laki,urban,1,3,45,0
5566,5.325,5,Laki-Laki,urban,2,1,38,0
5567,0.172,5,Laki-Laki,urban,2,2,38,0
5568,3.341,0,Perempuan,urban,8,0,29,1
5569,0.083,1,Laki-Laki,rural,1,2,39,0
5570,0.153,2,Perempuan,urban,4,2,48,0
5571,2.900,2,Laki-Laki,urban,1,5,37,0
5572,17.213,7,Laki-Laki,rural,4,2,33,1
5573,29.613,9,Perempuan,rural,0,6,36,1
5574,4.918,4,Laki-Laki,urban,1,3,42,0
5575,3.442,3,Perempuan,rural,1,1,46,0
5576,4.127,0,Perempuan,rural,1,3,40,0
5577,6.289,7,Perempuan,rural,3,1,34,0
5578,3.595,4,Perempuan,urban,1,0,36,0
5579,0.572,4,Laki-Laki,urban,1,0,42,0
5580,6.112,7,Perempuan,rural,6,1,38,1
5581,7.034,6,Laki-Laki,rural,0,2,36,0
5582,2.785,6,Perempuan,rural,3,3,38,0
5583,13.313,7,Laki-Laki,rural,4,2,37,0
5584,4.002,5,Perempuan,urban,4,3,45,0
5585,29.812,10,Laki-Laki,urban,4,3,35,1
5586,21.523,9,Perempuan,rural,3,8,38,1
5587,1.000,4,Perempuan,urban,2,1,42,0
5588,1.861,1,Laki-Laki,urban,1,3,29,0
5589,0.241,4,Laki-Laki,urban,2,2,35,0
5590,1.470,3,Laki-Laki,urban,6,5,43,0
5591,8.730,10,Perempuan,urban,4,1,48,0
5592,28.035,13,Perempuan,rural,0,1,44,0
5593,0.792,4,Perempuan,urban,1,0,38,0
5594,6.048,6,Laki-Laki,rural,0,1,40,0
5595,0.949,1,Perempuan,urban,2,3,33,0
5596,0.220,3,Perempuan,rural,0,1,44,0
5597,12.896,3,Laki-Laki,urban,1,1,34,0
5598,2.410,0,Perempuan,rural,0,1,44,0
5599,0.021,4,Laki-Laki,rural,1,1,43,0
5600,0.738,3,Perempuan,urban,1,2,38,0
5601,10.935,4,Laki-Laki,urban,2,3,41,0
5602,8.521,7,Perempuan,rural,5,1,33,1
5603,3.490,2,Perempuan,rural,0,1,33,0
5604,3.549,1,Laki-Laki,rural,1,0,47,0
5605,10.202,1,Laki-Laki,rural,0,3,45,0
5606,1.931,4,Perempuan,rural,3,3,31,0
5607,6.696,6,Laki-Laki,rural,1,3,35,0
5608,3.936,1,Perempuan,urban,2,1,30,0
5609,0.828,1,Perempuan,urban,4,1,32,0
5610,4.448,2,Laki-Laki,urban,2,2,34,0
5611,28.583,31,Perempuan,urban,13,10,41,1
5612,6.314,2,Perempuan,rural,5,0,38,0
5613,0.986,4,Laki-Laki,urban,0,1,33,0
5614,3.784,6,Perempuan,urban,2,0,32,0
5615,13.643,6,Perempuan,urban,3,3,35,0
5616,1.590,5,Perempuan,rural,2,1,42,0
5617,11.806,7,Laki-Laki,rural,3,1,37,0
5618,1.658,1,Perempuan,rural,4,4,42,0
5619,2.772,2,Perempuan,rural,4,2,36,0
5620,5.063,5,Laki-Laki,rural,0,1,43,0
5621,10.047,10,Laki-Laki,urban,4,1,39,0
5622,4.029,3,Laki-Laki,urban,3,0,41,0
5623,11.498,6,Perempuan,rural,7,1,34,0
5624,5.498,4,Perempuan,rural,6,3,38,0
5625,8.965,3,Perempuan,urban,0,2,34,0
5626,8.180,7,Laki-Laki,rural,1,1,36,0
5627,1.301,4,Laki-Laki,urban,2,2,44,0
5628,0.996,1,Laki-Laki,rural,0,1,45,0
5629,2.641,1,Perempuan,urban,4,5,44,0
5630,1.393,2,Laki-Laki,rural,1,1,35,0
5631,7.954,9,Laki-Laki,urban,3,1,35,0
5632,3.093,2,Laki-Laki,rural,1,1,38,0
5633,15.336,20,Perempuan,urban,13,2,36,1
5634,1.731,4,Perempuan,rural,0,5,42,0
5635,4.114,11,Perempuan,urban,4,2,48,0
5636,0.967,5,Perempuan,urban,3,0,28,1
5637,2.444,6,Perempuan,rural,6,2,41,0
5638,2.355,5,Perempuan,rural,4,2,41,0
5639,5.739,1,Perempuan,rural,3,0,42,0
5640,5.159,3,Laki-Laki,rural,1,3,42,0
5641,12.926,5,Perempuan,urban,7,7,42,1
5642,6.657,7,Perempuan,rural,5,3,42,0
5643,6.601,2,Laki-Laki,rural,0,0,43,0
5644,1.303,1,Perempuan,urban,6,4,43,0
5645,2.128,4,Laki-Laki,rural,3,2,35,0
5646,10.033,0,Perempuan,urban,3,2,29,1
5647,11.196,20,Laki-Laki,rural,1,2,43,1
5648,10.462,11,Laki-Laki,rural,0,2,45,0
5649,16.761,6,Laki-Laki,rural,1,3,27,1
5650,1.585,7,Perempuan,rural,9,4,29,1
5651,1.988,3,Laki-Laki,urban,0,1,33,0
5652,4.471,3,Laki-Laki,urban,0,2,40,0
5653,3.366,4,Laki-Laki,rural,1,5,36,0
5654,0.860,2,Laki-Laki,rural,4,1,34,0
5655,5.836,1,Perempuan,rural,5,2,27,1
5656,16.535,4,Perempuan,rural,3,2,36,0
5657,0.550,2,Perempuan,urban,1,3,34,0
5658,5.334,5,Perempuan,rural,1,5,48,0
5659,6.540,2,Laki-Laki,rural,2,3,35,0
5660,0.091,3,Laki-Laki,rural,1,0,34,0
5661,2.844,4,Laki-Laki,rural,1,1,38,0
5662,1.722,2,Perempuan,urban,4,2,36,0
5663,4.494,3,Laki-Laki,rural,0,3,38,0
5664,4.530,1,Laki-Laki,rural,2,4,33,0
5665,1.706,1,Perempuan,rural,3,1,31,0
5666,3.549,5,Perempuan,rural,8,0,39,0
5667,2.415,3,Laki-Laki,rural,12,1,41,0
5668,4.462,0,Laki-Laki,rural,1,1,34,0
5669,3.626,4,Perempuan,rural,0,1,32,0
5670,4.227,6,Perempuan,urban,2,2,42,0
5671,9.218,2,Perempuan,rural,0,0,41,0
5672,6.496,4,Laki-Laki,urban,2,2,27,1
5673,19.853,7,Laki-Laki,urban,3,7,39,1
5674,31.141,7,Perempuan,rural,3,1,41,0
5675,5.121,6,Perempuan,urban,13,1,39,0
5676,7.374,7,Perempuan,urban,2,2,33,0
5677,2.169,3,Perempuan,rural,0,3,43,0
5678,5.498,1,Perempuan,rural,2,2,33,0
5679,1.922,0,Perempuan,rural,12,7,49,1
5680,1.313,1,Perempuan,urban,4,3,37,0
5681,79.789,32,Laki-Laki,rural,7,17,41,1
5682,2.348,1,Perempuan,rural,1,2,29,1
5683,2.105,1,Perempuan,rural,2,0,40,0
5684,53.098,24,Laki-Laki,rural,5,4,45,1
5685,3.318,3,Perempuan,urban,3,2,40,0
5686,5.935,3,Perempuan,urban,4,1,37,0
5687,4.610,2,Laki-Laki,rural,4,0,40,0
5688,2.885,1,Perempuan,urban,4,1,33,0
5689,37.531,9,Perempuan,rural,7,3,45,1
5690,17.904,7,Perempuan,rural,2,4,35,1
5691,3.492,5,Laki-Laki,rural,1,4,38,0
5692,0.685,12,Laki-Laki,urban,1,2,34,0
5693,0.556,0,Laki-Laki,rural,1,2,37,0
5694,0.343,2,Laki-Laki,urban,3,6,45,0
5695,3.280,2,Laki-Laki,rural,1,2,42,0
5696,2.089,2,Laki-Laki,rural,1,5,30,1
5697,3.536,6,Laki-Laki,rural,1,0,38,0
5698,1.670,1,Laki-Laki,urban,1,1,42,0
5699,1.444,3,Perempuan,urban,4,2,37,0
5700,0.611,3,Perempuan,urban,1,2,36,0
5701,1.617,2,Perempuan,rural,3,3,38,0
5702,2.575,1,Laki-Laki,rural,1,3,34,0
5703,0.017,0,Laki-Laki,urban,1,4,38,0
5704,18.061,5,Perempuan,urban,2,2,47,0
5705,1.013,1,Laki-Laki,urban,0,1,37,0
5706,8.619,2,Perempuan,urban,4,0,37,0
5707,0.565,3,Perempuan,urban,4,1,33,0
5708,0.165,1,Perempuan,urban,3,0,34,0
5709,8.150,7,Laki-Laki,rural,2,0,43,0
5710,0.223,1,Laki-Laki,urban,2,4,31,0
5711,4.983,2,Perempuan,rural,4,2,36,0
5712,15.831,3,Perempuan,urban,0,1,31,0
5713,7.790,2,Laki-Laki,rural,1,2,31,1
5714,5.976,5,Perempuan,urban,6,2,35,0
5715,1.046,2,Perempuan,urban,1,2,36,0
5716,5.255,4,Laki-Laki,rural,0,1,43,0
5717,7.610,2,Perempuan,rural,3,2,32,0
5718,4.614,5,Laki-Laki,rural,2,0,40,0
5719,0.935,2,Laki-Laki,rural,0,2,37,0
5720,4.739,4,Laki-Laki,urban,0,1,34,0
5721,0.398,4,Perempuan,urban,1,2,34,0
5722,1.491,2,Perempuan,rural,5,1,36,0
5723,2.341,7,Perempuan,urban,3,0,26,1
5724,4.640,8,Perempuan,urban,0,3,46,0
5725,3.659,0,Perempuan,rural,1,2,36,0
5726,1.700,1,Perempuan,urban,3,1,45,0
5727,1.137,3,Perempuan,urban,2,0,40,0
5728,0.107,5,Perempuan,rural,3,3,31,0
5729,7.550,5,Perempuan,rural,2,1,42,0
5730,3.039,6,Laki-Laki,rural,2,3,43,0
5731,8.397,5,Perempuan,urban,4,4,37,0
5732,4.350,5,Laki-Laki,urban,0,1,38,0
5733,1.374,4,Perempuan,urban,2,1,37,0
5734,4.260,7,Laki-Laki,urban,2,0,36,0
5735,2.273,2,Perempuan,urban,1,1,36,0
5736,2.073,2,Perempuan,rural,1,1,32,0
5737,2.232,4,Perempuan,urban,1,2,32,0
5738,0.935,0,Laki-Laki,rural,1,2,34,0
5739,3.769,4,Perempuan,rural,1,1,42,0
5740,5.471,1,Laki-Laki,urban,1,2,48,0
5741,7.898,8,Laki-Laki,rural,4,2,39,0
5742,0.343,2,Laki-Laki,urban,2,4,49,0
5743,14.878,1,Perempuan,rural,2,2,37,0
5744,5.214,5,Laki-Laki,urban,1,0,46,0
5745,1.952,4,Perempuan,rural,5,3,35,0
5746,1.426,1,Perempuan,rural,3,10,30,1
5747,4.576,5,Perempuan,rural,8,1,44,0
5748,54.404,36,Laki-Laki,rural,13,8,38,1
5749,6.529,4,Perempuan,rural,1,4,41,0
5750,25.933,6,Perempuan,rural,3,3,41,0
5751,6.085,6,Laki-Laki,rural,1,0,34,0
5752,3.025,5,Perempuan,urban,1,6,45,0
5753,13.459,7,Perempuan,rural,7,1,40,0
5754,1.325,4,Laki-Laki,urban,2,1,37,0
5755,1.323,1,Laki-Laki,urban,0,2,39,0
5756,3.837,4,Laki-Laki,rural,1,2,37,0
5757,2.762,2,Laki-Laki,urban,2,0,39,0
5758,11.724,6,Perempuan,urban,0,1,33,0
5759,0.400,4,Perempuan,rural,3,4,43,0
5760,1.640,1,Perempuan,rural,7,2,32,0
5761,3.414,5,Perempuan,urban,2,0,36,0
5762,0.035,4,Perempuan,urban,0,2,35,0
5763,0.033,2,Laki-Laki,urban,3,1,32,0
5764,6.552,4,Perempuan,rural,4,3,34,0
5765,3.199,5,Perempuan,urban,4,2,39,0
5766,3.910,5,Perempuan,urban,2,0,43,0
5767,5.558,7,Laki-Laki,rural,1,1,37,0
5768,5.584,4,Perempuan,urban,3,1,50,0
5769,2.138,3,Perempuan,rural,3,2,40,0
5770,1.320,1,Laki-Laki,rural,1,8,35,1
5771,0.085,4,Perempuan,urban,2,1,36,0
5772,0.027,8,Perempuan,urban,2,1,33,0
5773,14.418,7,Perempuan,rural,3,1,36,0
5774,13.684,8,Perempuan,rural,6,8,46,1
5775,4.462,6,Perempuan,urban,3,0,44,0
5776,7.725,6,Laki-Laki,rural,1,1,28,1
5777,0.065,0,Perempuan,rural,4,1,32,0
5778,1.297,4,Perempuan,rural,4,0,42,0
5779,9.123,6,Laki-Laki,rural,0,2,38,0
5780,9.410,6,Perempuan,rural,4,3,46,0
5781,4.574,1,Perempuan,urban,0,2,34,0
5782,3.346,7,Laki-Laki,urban,1,5,31,1
5783,5.554,4,Laki-Laki,urban,0,1,42,0
5784,1.781,4,Laki-Laki,rural,4,2,27,1
5785,2.714,0,Laki-Laki,rural,1,0,38,0
5786,0.935,3,Perempuan,urban,2,2,41,0
5787,16.894,9,Laki-Laki,rural,1,1,33,1
5788,6.916,2,Perempuan,rural,3,2,31,0
5789,13.972,9,Perempuan,rural,3,1,24,1
5790,2.669,3,Perempuan,rural,2,1,38,0
5791,31.702,12,Laki-Laki,urban,3,5,36,1
5792,2.122,3,Laki-Laki,rural,0,2,39,0
5793,47.851,14,Perempuan,rural,4,5,46,1
5794,3.263,4,Perempuan,urban,4,0,38,0
5795,28.922,10,Laki-Laki,urban,4,9,41,1
5796,4.218,5,Laki-Laki,urban,4,0,39,0
5797,1.471,4,Laki-Laki,rural,1,1,35,0
5798,0.913,5,Perempuan,urban,1,2,39,0
5799,11.580,6,Perempuan,urban,3,1,32,1
5800,2.605,3,Perempuan,rural,2,3,36,0
5801,0.627,0,Perempuan,rural,1,2,41,0
5802,0.402,3,Laki-Laki,urban,0,1,45,0
5803,3.465,3,Perempuan,urban,1,1,36,0
5804,16.291,10,Perempuan,rural,7,5,39,1
5805,1.850,1,Laki-Laki,rural,0,1,35,0
5806,5.612,2,Laki-Laki,rural,1,0,40,0
5807,4.030,3,Laki-Laki,rural,4,0,39,0
5808,0.728,5,Perempuan,urban,6,4,35,0
5809,0.082,2,Laki-Laki,rural,0,2,42,0
5810,3.354,4,Perempuan,rural,2,2,34,0
5811,7.140,3,Laki-Laki,rural,1,4,24,1
5812,7.134,8,Laki-Laki,rural,2,1,38,0
5813,6.526,6,Perempuan,rural,7,2,41,0
5814,0.372,1,Perempuan,rural,6,4,41,0
5815,0.081,0,Perempuan,rural,4,0,32,0
5816,14.759,15,Perempuan,rural,9,8,36,1
5817,3.018,5,Laki-Laki,rural,1,3,30,1
5818,3.775,1,Laki-Laki,rural,1,1,35,0
5819,0.316,2,Laki-Laki,rural,7,0,39,0
5820,7.656,3,Perempuan,urban,1,2,38,0
5821,0.594,1,Perempuan,rural,5,2,41,0
5822,5.240,4,Perempuan,urban,3,5,24,1
5823,3.131,4,Laki-Laki,urban,2,2,38,0
5824,2.005,5,Perempuan,urban,1,2,37,0
5825,6.125,4,Perempuan,urban,2,5,39,0
5826,2.729,3,Laki-Laki,urban,0,2,41,0
5827,9.180,8,Laki-Laki,rural,6,2,41,0
5828,0.098,2,Laki-Laki,rural,1,2,43,0
5829,39.526,19,Perempuan,urban,6,6,48,1
5830,4.772,4,Laki-Laki,rural,2,2,38,0
5831,6.627,2,Laki-Laki,rural,1,2,36,0
5832,13.540,10,Perempuan,rural,6,2,40,1
5833,8.278,4,Perempuan,rural,3,3,37,0
5834,2.108,2,Laki-Laki,rural,6,0,33,1
5835,2.178,4,Perempuan,urban,6,1,39,0
5836,9.094,4,Laki-Laki,urban,1,2,37,0
5837,5.957,5,Laki-Laki,rural,4,1,39,0
5838,11.666,6,Perempuan,urban,2,3,38,0
5839,4.404,1,Perempuan,rural,4,3,27,1
5840,4.195,6,Perempuan,rural,3,2,30,1
5841,4.309,6,Perempuan,urban,5,1,33,0
5842,1.241,2,Perempuan,urban,5,1,39,0
5843,3.151,2,Laki-Laki,urban,2,2,42,0
5844,7.187,6,Laki-Laki,rural,1,1,51,0
5845,1.047,0,Laki-Laki,urban,0,1,42,0
5846,4.266,1,Perempuan,urban,2,4,41,0
5847,0.517,2,Perempuan,urban,4,3,31,1
5848,3.957,10,Perempuan,urban,2,2,33,0
5849,1.733,0,Laki-Laki,urban,2,2,36,0
5850,5.504,7,Laki-Laki,urban,7,2,40,0
5851,0.215,4,Laki-Laki,rural,1,2,36,0
5852,5.396,0,Laki-Laki,rural,3,0,28,1
5853,2.303,2,Laki-Laki,rural,1,1,36,0
5854,36.852,17,Perempuan,rural,11,4,42,1
5855,17.918,4,Perempuan,urban,1,2,45,0
5856,1.759,3,Perempuan,urban,4,0,35,0
5857,3.417,4,Laki-Laki,rural,2,2,41,0
5858,13.265,3,Perempuan,rural,2,1,32,0
5859,1.112,3,Perempuan,rural,0,3,35,0
5860,0.774,3,Perempuan,urban,4,2,33,0
5861,4.573,0,Laki-Laki,rural,1,1,33,0
5862,1.616,2,Perempuan,rural,1,2,36,0
5863,0.544,0,Perempuan,urban,0,2,37,0
5864,10.982,3,Perempuan,rural,3,2,37,0
5865,4.040,7,Laki-Laki,rural,0,2,44,0
5866,13.861,9,Perempuan,rural,12,1,46,1
5867,8.853,0,Perempuan,urban,4,2,38,0
5868,2.543,3,Laki-Laki,rural,1,0,37,0
5869,4.185,5,Perempuan,rural,5,1,40,0
5870,5.438,9,Perempuan,rural,2,3,39,0
5871,7.551,7,Laki-Laki,urban,1,3,31,1
5872,7.895,4,Perempuan,rural,0,3,31,0
5873,4.286,12,Laki-Laki,urban,12,0,44,1
5874,14.261,7,Perempuan,rural,2,0,36,0
5875,1.337,1,Laki-Laki,rural,2,5,40,0
5876,1.271,3,Perempuan,rural,7,1,30,1
5877,12.749,4,Perempuan,urban,2,2,39,0
5878,17.355,5,Laki-Laki,rural,3,3,39,0
5879,8.132,6,Perempuan,urban,1,0,43,0
5880,0.820,1,Laki-Laki,rural,5,1,27,1
5881,0.023,5,Laki-Laki,rural,5,3,32,0
5882,1.793,3,Laki-Laki,rural,1,1,39,0
5883,0.927,2,Perempuan,rural,1,1,48,0
5884,3.496,2,Laki-Laki,urban,1,1,37,0
5885,3.129,4,Perempuan,rural,3,2,32,0
5886,3.135,1,Laki-Laki,urban,1,1,33,0
5887,8.466,2,Laki-Laki,rural,0,3,39,0
5888,9.677,11,Laki-Laki,rural,2,2,40,0
5889,1.334,5,Perempuan,rural,9,3,42,0
5890,0.796,3,Perempuan,urban,1,1,42,0
5891,6.400,1,Perempuan,urban,3,2,41,0
5892,3.881,6,Laki-Laki,urban,0,2,34,0
5893,20.148,4,Laki-Laki,rural,5,3,27,1
5894,6.124,7,Perempuan,urban,3,7,48,1
5895,0.368,4,Laki-Laki,urban,1,3,34,0
5896,0.002,4,Perempuan,urban,2,4,43,0
5897,19.238,5,Laki-Laki,rural,4,3,42,1
5898,19.451,8,Perempuan,rural,11,3,32,1
5899,6.791,7,Perempuan,rural,5,1,29,1
5900,1.199,1,Laki-Laki,urban,2,0,35,0
5901,0.165,0,Laki-Laki,urban,1,0,36,0
5902,1.798,2,Laki-Laki,urban,1,2,40,0
5903,2.581,3,Laki-Laki,rural,1,3,35,0
5904,0.837,3,Laki-Laki,rural,0,1,36,0
5905,16.202,5,Laki-Laki,rural,2,1,35,0
5906,2.370,5,Laki-Laki,rural,0,0,29,0
5907,5.941,6,Laki-Laki,urban,2,1,49,0
5908,0.444,4,Perempuan,rural,2,1,41,0
5909,6.003,6,Laki-Laki,urban,2,2,28,1
5910,15.671,9,Perempuan,rural,4,6,38,1
5911,0.944,0,Perempuan,urban,6,4,43,0
5912,2.326,3,Perempuan,rural,2,4,42,0
5913,0.856,1,Laki-Laki,urban,5,1,43,0
5914,12.597,8,Laki-Laki,urban,1,3,42,0
5915,0.736,6,Perempuan,urban,3,3,32,0
5916,7.117,3,Perempuan,rural,2,3,28,1
5917,3.378,7,Perempuan,rural,5,3,32,0
5918,3.241,1,Laki-Laki,urban,0,3,33,0
5919,13.045,5,Perempuan,urban,3,7,37,1
5920,0.352,1,Perempuan,urban,12,1,41,0
5921,1.564,1,Perempuan,rural,0,2,36,0
5922,36.346,12,Perempuan,rural,3,3,39,1
5923,5.061,1,Laki-Laki,rural,1,0,46,0
5924,1.307,3,Perempuan,urban,1,3,38,0
5925,20.495,11,Perempuan,rural,1,8,38,1
5926,14.225,4,Perempuan,urban,2,3,42,0
5927,0.305,2,Perempuan,urban,2,1,35,0
5928,4.507,5,Laki-Laki,rural,4,0,46,0
5929,9.683,7,Laki-Laki,urban,5,1,36,0
5930,2.182,1,Perempuan,urban,4,3,46,0
5931,0.204,0,Laki-Laki,rural,0,1,43,0
5932,10.709,3,Laki-Laki,rural,1,4,28,1
5933,17.062,7,Laki-Laki,rural,1,1,37,0
5934,0.823,2,Laki-Laki,rural,0,2,34,0
5935,0.678,4,Laki-Laki,rural,0,2,30,1
5936,0.270,1,Laki-Laki,rural,1,5,38,0
5937,0.451,4,Laki-Laki,urban,1,4,28,1
5938,4.590,3,Laki-Laki,rural,0,2,37,0
5939,4.985,0,Perempuan,rural,0,0,35,0
5940,2.903,2,Laki-Laki,rural,1,1,38,0
5941,15.743,10,Laki-Laki,urban,3,10,33,1
5942,5.603,3,Perempuan,rural,7,0,41,0
5943,0.445,4,Perempuan,rural,1,3,32,0
5944,5.684,2,Laki-Laki,rural,1,2,32,0
5945,19.949,6,Perempuan,rural,3,6,41,1
5946,0.896,4,Laki-Laki,rural,1,2,50,0
5947,2.161,0,Laki-Laki,urban,1,2,36,0
5948,6.984,6,Perempuan,rural,2,0,37,0
5949,9.778,7,Perempuan,rural,2,3,39,0
5950,0.009,2,Laki-Laki,rural,1,1,45,0
5951,3.048,4,Perempuan,urban,0,0,32,0
5952,1.257,3,Perempuan,rural,0,1,41,0
5953,2.231,4,Perempuan,rural,3,4,33,0
5954,5.161,2,Perempuan,rural,4,4,40,0
5955,2.350,5,Perempuan,rural,4,1,34,0
5956,5.715,2,Perempuan,urban,1,8,40,0
5957,2.075,2,Perempuan,rural,3,3,39,0
5958,5.668,8,Laki-Laki,urban,2,10,37,1
5959,4.134,4,Laki-Laki,rural,0,7,48,0
5960,15.883,4,Perempuan,rural,1,1,32,0
5961,17.243,15,Perempuan,rural,2,3,36,1
5962,5.326,3,Perempuan,rural,2,2,31,0
5963,3.231,2,Perempuan,urban,3,3,28,1
5964,1.310,4,Laki-Laki,urban,3,3,33,1
5965,0.250,8,Laki-Laki,rural,3,2,37,0
5966,0.230,3,Laki-Laki,rural,5,3,42,0
5967,37.328,19,Laki-Laki,rural,2,6,38,1
5968,7.070,2,Laki-Laki,rural,1,1,33,0
5969,1.982,2,Perempuan,urban,1,1,41,0
5970,1.790,1,Laki-Laki,rural,3,2,31,0
5971,17.195,6,Perempuan,urban,5,1,45,0
5972,9.164,6,Perempuan,rural,7,1,41,0
5973,2.468,0,Laki-Laki,urban,0,0,40,0
5974,10.373,7,Laki-Laki,rural,1,0,37,0
5975,0.446,1,Perempuan,urban,2,2,36,0
5976,5.035,5,Laki-Laki,urban,1,3,37,0
5977,29.467,16,Laki-Laki,urban,3,9,56,1
5978,11.644,3,Laki-Laki,rural,2,3,39,0
5979,2.114,0,Perempuan,rural,1,0,42,0
5980,9.094,3,Perempuan,rural,1,1,32,0
5981,12.627,10,Laki-Laki,rural,3,2,46,0
5982,7.558,8,Laki-Laki,rural,0,3,38,0
5983,4.700,4,Laki-Laki,rural,0,0,37,0
5984,2.685,2,Laki-Laki,rural,2,0,44,0
5985,8.265,4,Perempuan,urban,2,1,34,0
