Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Property,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,0 <= account < 200,12,critical account,car-used,1860,savings < 100,unemployed,4,male-single,none,2,car or other,34,none,own,2,high qualified employee,1,yes,yes
1,no cheking account,36,critical account,radio/TV,9566,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,2,car or other,31,stores,own,2,skilled employee,1,none,yes
1,account < 0 ,12,existing credits,radio/TV,701,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,2,real estate,40,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,12,existing credits,radio/TV,2930,savings >= 1000,4 <= employed < 7 years,2,female-divorced/married,none,1,real estate,27,none,own,1,skilled employee,1,none,yes
1,no cheking account,18,existing credits,radio/TV,1505,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,no property,32,none,for free,1,high qualified employee,1,yes,yes
1,no cheking account,18,critical account,radio/TV,2238,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,1,car or other,25,none,own,2,skilled employee,1,none,yes
1,no cheking account,4,critical account,radio/TV,1503,savings >= 1000,4 <= employed < 7 years,2,male-single,none,1,real estate,42,none,own,2,unskilled-resident,2,none,yes
1,no cheking account,24,critical account,car-used,2197,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,car or other,43,none,own,2,skilled employee,2,yes,yes
1,account >= 200,12,existing credits,radio/TV,1881,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,2,car or other,44,none,rent,1,unskilled-resident,1,yes,yes
1,account < 0 ,18,critical account,radio/TV,1880,savings >= 1000,4 <= employed < 7 years,4,male-married,none,1,building society,32,none,own,2,high qualified employee,1,yes,yes
1,account < 0 ,18,existing credits,radio/TV,2389,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,car or other,27,stores,own,1,skilled employee,1,none,yes
1,0 <= account < 200,24,existing credits,radio/TV,1967,no savings,employed >= 7 years,4,female-divorced/married,none,4,car or other,20,none,own,1,skilled employee,1,yes,yes
1,no cheking account,4,critical account,car-new,3380,savings >= 1000,4 <= employed < 7 years,1,female-divorced/married,none,1,real estate,37,none,own,1,skilled employee,2,none,yes
1,no cheking account,4,critical account,car-new,1455,savings >= 1000,4 <= employed < 7 years,2,male-single,none,1,real estate,42,none,own,3,unskilled-resident,2,none,yes
1,no cheking account,7,critical account,radio/TV,730,no savings,employed >= 7 years,4,male-single,none,2,building society,46,none,rent,2,unskilled-resident,1,yes,yes
1,0 <= account < 200,18,no credits taken,funiture,3244,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,4,car or other,33,bank,own,2,skilled employee,1,yes,yes
0,0 <= account < 200,9,existing credits,radio/TV,1670,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,2,car or other,22,none,own,1,skilled employee,1,yes,yes
1,0 <= account < 200,48,existing credits,radio/TV,3979,savings >= 1000,4 <= employed < 7 years,4,male-single,none,1,car or other,41,none,own,2,skilled employee,2,yes,yes
0,0 <= account < 200,12,existing credits,funiture,1922,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,building society,37,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,18,critical account,funiture,1295,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,building society,27,none,own,2,skilled employee,1,none,yes
1,no cheking account,4,critical account,radio/TV,1544,savings >= 1000,4 <= employed < 7 years,2,male-single,none,1,real estate,42,none,own,3,unskilled-resident,2,none,yes
1,0 <= account < 200,8,existing credits,business,907,100 <= savings < 500,employed < 1 year,3,male-married,none,2,real estate,26,none,own,1,skilled employee,1,yes,yes
1,0 <= account < 200,30,existing credits,radio/TV,1715,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,1,car or other,26,none,own,1,skilled employee,1,none,yes
1,account >= 200,10,critical account,radio/TV,1347,savings >= 1000,4 <= employed < 7 years,4,male-single,none,2,building society,27,none,own,2,skilled employee,1,yes,yes
1,0 <= account < 200,12,existing credits,car-new,1007,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,1,real estate,22,none,own,1,skilled employee,1,none,yes
1,no cheking account,12,critical account,funiture,1402,savings >= 1000,4 <= employed < 7 years,3,female-divorced/married,none,4,car or other,37,none,rent,1,skilled employee,1,yes,yes
1,0 <= account < 200,12,existing credits,car-new,2002,savings >= 1000,4 <= employed < 7 years,3,male-single,none,4,building society,30,none,rent,1,skilled employee,2,yes,yes
1,no cheking account,12,critical account,education,2096,savings >= 1000,4 <= employed < 7 years,2,male-single,none,3,real estate,49,none,own,1,unskilled-resident,2,none,yes
1,no cheking account,12,existing credits,car-new,1101,500 <= savings < 1000,1 <= employed < 4 years,3,male-married,none,2,real estate,27,none,own,2,skilled employee,1,yes,yes
1,no cheking account,10,existing credits,retraining,894,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,3,building society,40,none,own,1,skilled employee,1,yes,yes
1,0 <= account < 200,11,existing credits,funiture,1577,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,real estate,20,none,own,1,skilled employee,1,none,yes
1,no cheking account,33,delay paying in past,business,2764,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,2,car or other,26,none,own,2,skilled employee,1,yes,yes
1,0 <= account < 200,48,no credits taken,car-new,8358,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,1,car or other,30,none,own,2,skilled employee,1,none,yes
1,account >= 200,12,existing credits,funiture,1474,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,building society,33,bank,own,1,high qualified employee,1,yes,yes
1,no cheking account,24,existing credits,car-used,5433,savings < 100,unemployed,2,female-divorced/married,none,4,building society,26,none,rent,1,high qualified employee,1,yes,yes
1,0 <= account < 200,14,existing credits,business,1410,no savings,employed >= 7 years,1,male-married,none,2,real estate,35,none,own,1,skilled employee,1,yes,yes
1,no cheking account,20,critical account,car-new,3485,100 <= savings < 500,employed < 1 year,2,male-divorced,none,4,real estate,44,none,own,2,skilled employee,1,yes,yes
1,no cheking account,18,critical account,car-used,3850,savings >= 1000,4 <= employed < 7 years,3,male-single,none,1,car or other,27,none,own,2,skilled employee,1,none,yes
0,0 <= account < 200,60,existing credits,car-new,7408,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,2,building society,24,none,own,1,high qualified employee,1,none,yes
1,account >= 200,24,existing credits,radio/TV,1377,no savings,employed >= 7 years,4,female-divorced/married,none,2,no property,47,none,for free,1,skilled employee,1,yes,yes
1,no cheking account,30,delay paying in past,business,4272,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,building society,26,none,own,2,unskilled-resident,1,none,yes
1,0 <= account < 200,24,delay paying in past,radio/TV,1553,savings >= 1000,4 <= employed < 7 years,3,female-divorced/married,none,2,building society,23,none,rent,2,skilled employee,1,yes,yes
1,0 <= account < 200,36,delay paying in past,business,9857,savings >= 1000,4 <= employed < 7 years,1,male-single,none,3,building society,31,none,own,2,unskilled-resident,2,yes,yes
1,no cheking account,6,critical account,car-new,362,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,car or other,52,none,own,2,unskilled-resident,1,none,yes
1,no cheking account,12,critical account,funiture,1935,no savings,employed >= 7 years,4,male-single,none,4,real estate,43,none,own,3,skilled employee,1,yes,yes
1,no cheking account,48,existing credits,radio/TV,10222,savings >= 1000,4 <= employed < 7 years,4,male-single,none,3,car or other,37,stores,own,1,skilled employee,1,yes,yes
1,account >= 200,12,existing credits,car-new,1330,100 <= savings < 500,employed < 1 year,4,male-single,none,1,real estate,26,none,own,1,skilled employee,1,none,yes
1,no cheking account,36,existing credits,education,9055,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,4,no property,35,none,for free,1,unskilled-resident,2,yes,yes
1,0 <= account < 200,26,existing credits,car-used,7966,100 <= savings < 500,employed < 1 year,2,male-single,none,3,car or other,30,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,30,all credits paid back,funiture,3496,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,34,stores,own,1,skilled employee,2,yes,yes
1,0 <= account < 200,36,existing credits,car-used,6948,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,car or other,35,none,rent,1,high qualified employee,1,yes,yes
1,0 <= account < 200,48,no credits taken,business,12204,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,car or other,48,bank,own,1,high qualified employee,1,yes,yes
0,account < 0 ,36,existing credits,funiture,3446,no savings,employed >= 7 years,4,male-single,none,2,car or other,42,none,own,1,skilled employee,2,none,yes
0,account < 0 ,12,existing credits,education,684,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,car or other,40,none,rent,1,unskilled-resident,2,none,yes
0,account < 0 ,33,critical account,funiture,4281,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,4,car or other,23,none,own,2,skilled employee,1,none,yes
0,account < 0 ,42,existing credits,radio/TV,7174,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,3,car or other,30,none,own,1,high qualified employee,1,yes,yes
0,account < 0 ,24,all credits paid back,radio/TV,1546,savings >= 1000,4 <= employed < 7 years,4,male-single,guarantor,4,car or other,24,bank,rent,1,unskilled-resident,1,none,yes
0,account < 0 ,24,existing credits,funiture,2359,savings < 100,unemployed,1,male-divorced,none,1,building society,33,none,own,1,skilled employee,1,none,yes
0,no cheking account,24,existing credits,radio/TV,3621,no savings,employed >= 7 years,2,male-single,none,4,car or other,31,none,own,2,skilled employee,1,none,yes
0,account < 0 ,12,existing credits,domestic appliances,741,savings < 100,unemployed,4,female-divorced/married,none,3,building society,22,none,own,1,skilled employee,1,none,yes
0,account < 0 ,12,existing credits,funiture,7865,no savings,employed >= 7 years,4,male-single,none,4,no property,53,none,for free,1,high qualified employee,1,yes,yes
1,account < 0 ,24,existing credits,car-used,2910,savings >= 1000,4 <= employed < 7 years,2,male-single,none,1,no property,34,none,for free,1,high qualified employee,1,yes,yes
1,account < 0 ,18,critical account,car-new,5302,no savings,employed >= 7 years,2,male-single,none,4,no property,36,none,for free,3,high qualified employee,1,yes,yes
1,account < 0 ,36,existing credits,funiture,3620,500 <= savings < 1000,1 <= employed < 4 years,1,male-single,guarantor,2,building society,37,none,own,1,skilled employee,2,none,yes
1,account < 0 ,18,existing credits,radio/TV,3509,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,guarantor,1,real estate,25,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,12,existing credits,funiture,3017,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,1,real estate,34,none,rent,1,high qualified employee,1,none,yes
1,account < 0 ,12,existing credits,funiture,1657,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,real estate,27,none,own,1,skilled employee,1,none,yes
1,account < 0 ,8,critical account,others,1164,no savings,employed >= 7 years,3,male-single,none,4,no property,51,bank,for free,2,high qualified employee,2,yes,yes
0,account < 0 ,36,critical account,funiture,6229,100 <= savings < 500,employed < 1 year,4,female-divorced/married,co-applicant,4,no property,23,none,rent,2,unskilled-resident,1,yes,yes
0,account < 0 ,24,all credits paid back,car-new,1193,savings < 100,unemployed,1,female-divorced/married,co-applicant,4,no property,29,none,rent,2,unemployed,1,none,yes
1,account < 0 ,30,no credits taken,funiture,4583,500 <= savings < 1000,1 <= employed < 4 years,2,male-divorced,guarantor,2,real estate,32,none,own,2,skilled employee,1,none,yes
1,account < 0 ,36,critical account,funiture,5371,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,guarantor,2,building society,28,none,own,2,skilled employee,1,none,yes
1,account < 0 ,12,existing credits,funiture,708,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,guarantor,3,building society,38,none,own,1,unskilled-resident,2,none,yes
1,account < 0 ,21,critical account,car-new,571,no savings,employed >= 7 years,4,male-single,none,4,real estate,65,none,own,2,skilled employee,1,none,yes
1,account < 0 ,30,existing credits,radio/TV,2522,no savings,employed >= 7 years,1,male-single,guarantor,3,building society,39,none,own,1,skilled employee,2,none,yes
0,account < 0 ,36,existing credits,funiture,5179,savings >= 1000,4 <= employed < 7 years,4,male-single,none,2,building society,29,none,own,1,skilled employee,1,none,yes
0,account < 0 ,36,existing credits,car-used,8229,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,building society,26,none,own,1,skilled employee,2,none,yes
1,no cheking account,24,critical account,funiture,2028,savings >= 1000,4 <= employed < 7 years,2,male-single,none,2,building society,30,none,own,2,unskilled-resident,1,none,yes
1,account < 0 ,6,existing credits,car-new,1374,savings < 100,unemployed,4,female-divorced/married,none,3,building society,75,none,own,1,high qualified employee,1,yes,yes
1,account < 0 ,12,existing credits,funiture,1289,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,guarantor,1,building society,21,none,own,1,unskilled-resident,1,none,yes
0,account < 0 ,36,existing credits,funiture,2712,no savings,employed >= 7 years,2,male-single,none,2,building society,41,bank,own,1,skilled employee,2,none,yes
1,account < 0 ,15,critical account,funiture,975,500 <= savings < 1000,1 <= employed < 4 years,2,male-divorced,none,3,building society,25,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,6,delay paying in past,funiture,1050,savings < 100,unemployed,4,male-single,none,1,building society,35,stores,own,2,high qualified employee,1,yes,no
1,account < 0 ,6,critical account,car-new,609,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,3,building society,37,none,own,2,skilled employee,1,none,yes
1,account < 0 ,48,existing credits,car-used,4788,savings >= 1000,4 <= employed < 7 years,4,male-single,none,3,building society,26,none,own,1,skilled employee,2,none,yes
1,0 <= account < 200,24,existing credits,funiture,3069,no savings,employed >= 7 years,4,male-single,none,4,no property,30,none,for free,1,skilled employee,1,none,yes
0,0 <= account < 200,12,existing credits,car-new,836,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,2,building society,23,bank,own,1,unskilled-resident,1,none,yes
1,account < 0 ,12,existing credits,funiture,2577,500 <= savings < 1000,1 <= employed < 4 years,2,male-divorced,none,1,car or other,42,none,own,1,skilled employee,1,none,yes
1,account < 0 ,12,existing credits,funiture,1620,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,co-applicant,3,building society,30,none,own,1,skilled employee,1,none,yes
1,account < 0 ,15,existing credits,funiture,1845,100 <= savings < 500,employed < 1 year,4,female-divorced/married,guarantor,1,building society,46,none,rent,1,skilled employee,1,none,yes
1,account < 0 ,24,existing credits,car-used,6579,savings < 100,unemployed,4,male-single,none,2,no property,29,none,for free,1,high qualified employee,1,yes,yes
1,account < 0 ,12,existing credits,car-new,1893,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,guarantor,4,building society,29,none,own,1,skilled employee,1,yes,yes
1,account < 0 ,30,critical account,car-used,10623,no savings,employed >= 7 years,3,male-single,none,4,no property,38,none,for free,3,high qualified employee,2,yes,yes
1,account < 0 ,18,existing credits,car-new,2249,savings >= 1000,4 <= employed < 7 years,4,male-single,none,3,car or other,30,none,own,1,high qualified employee,2,yes,yes
0,account < 0 ,30,existing credits,funiture,3108,100 <= savings < 500,employed < 1 year,2,male-divorced,none,4,building society,31,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,12,critical account,car-new,958,savings >= 1000,4 <= employed < 7 years,2,male-single,none,3,real estate,47,none,own,2,unskilled-resident,2,none,yes
1,no cheking account,24,existing credits,car-used,9277,500 <= savings < 1000,1 <= employed < 4 years,2,male-divorced,none,4,no property,48,none,for free,1,skilled employee,1,yes,yes
1,no cheking account,24,critical account,others,6314,savings < 100,unemployed,4,male-single,co-applicant,2,no property,27,bank,own,2,high qualified employee,1,yes,yes
1,account < 0 ,12,critical account,car-used,1526,no savings,employed >= 7 years,4,male-single,none,4,no property,66,none,for free,2,high qualified employee,1,none,yes
1,account < 0 ,12,existing credits,funiture,3590,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,co-applicant,2,building society,29,none,own,1,unskilled-resident,2,none,yes
1,account < 0 ,24,critical account,car-used,6615,savings < 100,unemployed,2,male-single,none,4,no property,75,none,for free,2,high qualified employee,1,yes,yes
1,account < 0 ,6,critical account,funiture,1872,savings < 100,unemployed,4,male-single,none,4,no property,36,none,for free,3,high qualified employee,1,yes,yes
1,no cheking account,12,existing credits,car-new,2859,savings < 100,unemployed,4,male-single,none,4,no property,38,none,own,1,high qualified employee,1,yes,yes
1,no cheking account,18,critical account,radio/TV,1582,no savings,employed >= 7 years,4,male-single,none,4,car or other,46,none,own,2,skilled employee,1,none,yes
1,no cheking account,6,existing credits,retraining,1238,savings < 100,unemployed,4,male-single,none,4,building society,36,none,own,1,high qualified employee,2,yes,yes
1,account < 0 ,12,existing credits,funiture,2578,savings < 100,unemployed,3,female-divorced/married,none,4,no property,55,none,for free,1,high qualified employee,1,none,yes
1,account < 0 ,15,critical account,funiture,1433,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,3,building society,25,none,rent,2,skilled employee,1,none,yes
1,account < 0 ,42,existing credits,funiture,7882,savings >= 1000,4 <= employed < 7 years,2,male-single,guarantor,4,building society,45,none,for free,1,skilled employee,2,none,yes
1,account < 0 ,24,existing credits,funiture,4169,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,building society,28,none,own,1,skilled employee,1,none,yes
1,account < 0 ,36,existing credits,funiture,3959,savings < 100,unemployed,4,male-single,none,3,building society,30,none,own,1,high qualified employee,1,yes,yes
1,account < 0 ,36,existing credits,car-new,3249,savings >= 1000,4 <= employed < 7 years,2,male-single,none,4,no property,39,bank,for free,1,high qualified employee,2,yes,yes
1,account < 0 ,24,existing credits,funiture,3149,100 <= savings < 500,employed < 1 year,4,male-single,none,1,no property,22,bank,for free,1,skilled employee,1,none,yes
0,account < 0 ,12,critical account,funiture,2246,no savings,employed >= 7 years,3,male-single,none,3,building society,60,none,own,2,skilled employee,1,none,yes
1,account < 0 ,13,critical account,business,1797,100 <= savings < 500,employed < 1 year,3,male-single,none,1,building society,28,bank,own,2,unskilled-resident,1,none,yes
1,account < 0 ,20,critical account,funiture,4272,no savings,employed >= 7 years,1,female-divorced/married,none,4,building society,24,none,own,2,skilled employee,1,none,yes
1,account < 0 ,24,critical account,car-used,2957,no savings,employed >= 7 years,4,male-single,none,4,building society,63,none,own,2,skilled employee,1,yes,yes
1,account < 0 ,36,critical account,funiture,2348,500 <= savings < 1000,1 <= employed < 4 years,3,male-married,none,2,building society,46,none,own,2,skilled employee,1,yes,yes
1,account >= 200,42,no credits taken,business,6289,100 <= savings < 500,employed < 1 year,2,male-divorced,none,1,building society,33,none,own,2,skilled employee,1,none,yes
1,account < 0 ,24,critical account,car-used,6419,no savings,employed >= 7 years,2,female-divorced/married,none,4,no property,44,none,for free,2,high qualified employee,2,yes,yes
0,account < 0 ,48,critical account,car-used,6143,no savings,employed >= 7 years,4,female-divorced/married,none,4,no property,58,stores,for free,2,unskilled-resident,1,none,yes
1,no cheking account,24,critical account,education,1597,no savings,employed >= 7 years,4,male-single,none,4,no property,54,none,for free,2,skilled employee,2,none,yes
1,account < 0 ,36,existing credits,others,15857,savings < 100,unemployed,2,male-divorced,co-applicant,3,car or other,43,none,own,1,high qualified employee,1,none,yes
1,no cheking account,24,critical account,radio/TV,2223,no savings,employed >= 7 years,4,male-single,none,4,building society,52,bank,own,2,skilled employee,1,none,yes
1,no cheking account,48,delay paying in past,radio/TV,7238,no savings,employed >= 7 years,3,male-single,none,3,car or other,32,bank,own,2,skilled employee,2,none,yes
1,0 <= account < 200,30,delay paying in past,business,2503,no savings,employed >= 7 years,4,male-single,none,2,building society,41,stores,own,2,skilled employee,1,none,yes
1,0 <= account < 200,18,existing credits,business,2622,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,car or other,34,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,24,existing credits,funiture,4351,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,4,building society,48,none,own,1,unskilled-resident,1,yes,yes
1,0 <= account < 200,6,existing credits,radio/TV,368,no savings,employed >= 7 years,4,male-single,none,4,building society,38,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,12,existing credits,retraining,754,no savings,employed >= 7 years,4,male-single,none,4,building society,38,none,own,2,skilled employee,1,none,yes
1,no cheking account,24,critical account,radio/TV,2424,no savings,employed >= 7 years,4,male-single,none,4,building society,53,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,48,delay paying in past,business,6681,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,38,none,for free,1,skilled employee,2,yes,yes
1,0 <= account < 200,18,delay paying in past,business,2427,no savings,employed >= 7 years,4,male-single,none,2,building society,42,none,own,2,skilled employee,1,none,yes
0,0 <= account < 200,24,critical account,radio/TV,1216,100 <= savings < 500,employed < 1 year,4,male-single,none,4,no property,38,bank,own,2,skilled employee,2,none,yes
1,0 <= account < 200,6,existing credits,radio/TV,753,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,guarantor,3,real estate,64,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,7,existing credits,radio/TV,2576,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,guarantor,2,real estate,35,none,own,1,skilled employee,1,none,no
1,0 <= account < 200,6,existing credits,radio/TV,590,100 <= savings < 500,employed < 1 year,3,male-married,none,3,real estate,26,none,own,1,unskilled-resident,1,none,no
1,0 <= account < 200,8,existing credits,radio/TV,1414,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,guarantor,2,real estate,33,none,own,1,skilled employee,1,none,no
1,0 <= account < 200,12,existing credits,radio/TV,1103,savings >= 1000,4 <= employed < 7 years,4,male-single,guarantor,3,real estate,29,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,12,delay paying in past,radio/TV,585,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,co-applicant,4,real estate,20,none,rent,2,skilled employee,1,none,yes
1,0 <= account < 200,6,existing credits,radio/TV,1068,no savings,employed >= 7 years,4,male-single,none,4,car or other,28,none,own,1,skilled employee,2,none,yes
1,account < 0 ,8,critical account,car-new,713,no savings,employed >= 7 years,4,male-single,none,4,real estate,47,none,own,2,unskilled-resident,1,none,yes
1,0 <= account < 200,12,existing credits,radio/TV,1092,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,guarantor,4,real estate,49,none,own,2,skilled employee,1,yes,yes
1,0 <= account < 200,7,existing credits,radio/TV,2329,100 <= savings < 500,employed < 1 year,1,female-divorced/married,guarantor,1,real estate,45,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,13,critical account,radio/TV,882,100 <= savings < 500,employed < 1 year,4,male-single,guarantor,4,real estate,23,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,18,existing credits,radio/TV,866,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,guarantor,2,real estate,25,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,7,existing credits,radio/TV,2415,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,guarantor,2,real estate,34,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,13,existing credits,radio/TV,2101,100 <= savings < 500,employed < 1 year,2,female-divorced/married,guarantor,4,building society,23,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,18,existing credits,radio/TV,1301,no savings,employed >= 7 years,4,male-married,guarantor,2,real estate,32,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,18,existing credits,radio/TV,1113,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,guarantor,4,real estate,26,none,own,1,unskilled-resident,2,none,yes
1,0 <= account < 200,8,existing credits,radio/TV,760,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,guarantor,2,real estate,44,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,12,existing credits,radio/TV,625,100 <= savings < 500,employed < 1 year,4,male-married,guarantor,1,real estate,26,bank,own,1,unskilled-resident,1,none,yes
1,account >= 200,6,critical account,car-new,1323,no savings,employed >= 7 years,2,male-divorced,none,4,car or other,28,none,own,2,skilled employee,2,yes,yes
1,account < 0 ,9,critical account,radio/TV,1138,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,real estate,25,none,own,2,unskilled-resident,1,none,yes
1,0 <= account < 200,18,critical account,radio/TV,1795,no savings,employed >= 7 years,3,female-divorced/married,guarantor,4,real estate,48,bank,rent,2,unskilled-resident,1,yes,yes
1,0 <= account < 200,15,critical account,radio/TV,2728,savings >= 1000,4 <= employed < 7 years,4,male-single,guarantor,2,real estate,35,bank,own,3,skilled employee,1,yes,yes
1,0 <= account < 200,6,existing credits,radio/TV,484,savings >= 1000,4 <= employed < 7 years,3,male-married,guarantor,3,real estate,28,bank,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,10,all credits paid back,radio/TV,1048,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,real estate,23,stores,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,12,existing credits,radio/TV,1155,no savings,employed >= 7 years,3,male-married,guarantor,3,real estate,40,bank,own,2,unskilled-resident,1,none,yes
1,0 <= account < 200,20,delay paying in past,car-used,7057,savings >= 1000,4 <= employed < 7 years,3,male-single,none,4,building society,36,bank,rent,2,high qualified employee,2,yes,yes
1,0 <= account < 200,15,critical account,radio/TV,1537,no savings,employed >= 7 years,4,male-single,guarantor,4,real estate,50,none,own,2,skilled employee,1,yes,yes
1,account < 0 ,12,existing credits,radio/TV,2214,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,building society,24,none,own,1,unskilled-resident,1,none,yes
1,no cheking account,24,critical account,funiture,1585,savings >= 1000,4 <= employed < 7 years,4,male-single,none,3,building society,40,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,10,existing credits,funiture,1521,500 <= savings < 1000,1 <= employed < 4 years,4,male-divorced,none,2,car or other,31,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,36,all credits paid back,domestic appliances,3990,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,2,no property,29,bank,own,1,unemployed,1,none,yes
1,account >= 200,18,existing credits,funiture,3049,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,1,building society,45,stores,own,1,unskilled-resident,1,none,yes
0,account < 0 ,24,existing credits,radio/TV,1282,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,2,car or other,32,none,own,1,unskilled-resident,1,none,yes
1,no cheking account,60,existing credits,radio/TV,10144,savings >= 1000,4 <= employed < 7 years,2,female-divorced/married,none,4,real estate,21,none,own,1,skilled employee,1,yes,yes
1,account < 0 ,12,existing credits,car-new,1168,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,3,real estate,27,none,own,1,unskilled-resident,1,none,yes
1,0 <= account < 200,6,existing credits,repairs,454,100 <= savings < 500,employed < 1 year,3,male-married,none,1,building society,22,none,own,1,unskilled-resident,1,none,yes
1,no cheking account,15,delay paying in past,car-used,3594,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,2,building society,46,none,own,2,unskilled-resident,1,none,yes
1,no cheking account,12,existing credits,funiture,1768,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,2,real estate,24,none,rent,1,unskilled-resident,1,none,yes
1,no cheking account,60,delay paying in past,radio/TV,15653,savings >= 1000,4 <= employed < 7 years,2,male-single,none,4,car or other,21,none,own,2,skilled employee,1,yes,yes
1,account >= 200,12,delay paying in past,car-new,2247,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,2,car or other,36,stores,own,2,skilled employee,1,yes,yes
