No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia
12103,21.028,7,Perempuan,rural,2,2,30
12104,3.592,2,Perempuan,rural,4,3,36
12105,7.471,5,Laki-Laki,urban,11,1,29
12106,8.439,3,Laki-Laki,rural,2,1,45
12107,3.227,8,Perempuan,rural,4,1,41
12108,3.502,4,Laki-Laki,urban,2,1,37
12109,1.018,4,Laki-Laki,urban,2,2,36
12110,5.205,6,Perempuan,rural,5,5,38
12111,7.976,7,Perempuan,urban,5,2,45
12112,15.156,16,Laki-Laki,urban,1,6,34
12113,8.627,6,Laki-Laki,rural,2,6,38
12114,33.904,10,Perempuan,rural,6,1,48
12115,0.776,0,Perempuan,rural,3,2,31
12116,3.469,3,Laki-Laki,rural,1,3,40
12117,7.028,7,Perempuan,urban,2,2,40
12118,26.961,10,Laki-Laki,urban,1,2,41
12119,0.546,3,Laki-Laki,rural,12,0,38
12120,1.905,4,Laki-Laki,rural,1,3,41
12121,0.834,4,Laki-Laki,rural,1,1,47
12122,18.858,8,Laki-Laki,rural,0,2,38
12123,5.097,4,Perempuan,rural,2,4,37
12124,1.860,4,Laki-Laki,rural,2,3,29
12125,9.145,5,Laki-Laki,rural,2,0,41
12126,17.336,12,Perempuan,rural,2,5,31
12127,1.646,1,Perempuan,rural,4,0,44
12128,6.351,6,Perempuan,rural,5,0,43
12129,5.652,4,Perempuan,urban,3,2,37
12130,6.150,4,Perempuan,rural,0,1,45
12131,7.656,3,Laki-Laki,rural,3,3,43
12132,1.075,0,Perempuan,urban,1,1,46
12133,0.521,4,Perempuan,rural,0,3,41
12134,4.718,6,Laki-Laki,rural,2,1,41
12135,3.903,3,Laki-Laki,urban,2,1,39
12136,0.846,3,Perempuan,urban,2,4,41
12137,0.518,4,Laki-Laki,urban,0,3,48
12138,19.132,14,Laki-Laki,urban,4,3,40
12139,6.888,1,Perempuan,urban,0,2,41
12140,3.426,0,Laki-Laki,rural,0,0,43
12141,8.540,6,Perempuan,rural,4,1,33
12142,4.773,4,Perempuan,urban,3,4,39
12143,9.787,8,Perempuan,urban,5,2,35
12144,8.494,1,Laki-Laki,rural,4,3,38
12145,0.567,4,Perempuan,rural,1,1,36
12146,0.555,0,Perempuan,urban,1,6,29
12147,1.650,6,Laki-Laki,rural,1,1,38
12148,4.189,3,Perempuan,rural,2,1,43
12149,0.607,5,Laki-Laki,urban,2,1,23
12150,12.037,5,Perempuan,urban,6,7,36
12151,4.932,5,Laki-Laki,urban,5,2,43
12152,1.562,3,Perempuan,urban,3,6,36
12153,1.823,3,Perempuan,rural,4,0,41
12154,8.688,1,Perempuan,urban,2,0,35
12155,0.960,4,Laki-Laki,urban,1,1,31
12156,9.337,7,Laki-Laki,urban,2,0,25
12157,10.750,6,Laki-Laki,rural,1,6,42
12158,0.119,1,Laki-Laki,rural,0,0,39
12159,4.062,9,Perempuan,urban,2,0,35
12160,38.023,11,Perempuan,urban,3,5,36
12161,0.729,2,Perempuan,rural,5,0,32
12162,5.076,7,Perempuan,urban,2,0,38
12163,15.365,8,Perempuan,rural,3,13,38
12164,1.662,4,Perempuan,urban,1,2,26
12165,2.284,3,Perempuan,rural,5,2,35
12166,1.049,3,Perempuan,rural,3,4,38
12167,6.079,1,Laki-Laki,urban,2,1,39
12168,2.027,2,Laki-Laki,rural,1,4,41
12169,0.113,1,Perempuan,urban,0,1,39
12170,5.501,8,Perempuan,rural,5,2,38
12171,0.706,3,Perempuan,rural,2,0,47
12172,3.785,7,Laki-Laki,urban,3,2,30
12173,1.680,5,Perempuan,urban,10,4,39
12174,7.618,5,Perempuan,rural,3,6,37
12175,16.435,5,Perempuan,urban,5,2,38
12176,4.547,2,Perempuan,rural,4,1,37
12177,5.221,1,Laki-Laki,rural,0,0,36
12178,19.114,8,Laki-Laki,rural,11,3,39
12179,7.832,3,Perempuan,rural,3,6,40
12180,1.852,1,Perempuan,urban,4,4,38
12181,4.609,4,Perempuan,urban,9,4,31
12182,1.033,4,Perempuan,rural,1,2,39
12183,9.710,2,Laki-Laki,urban,8,1,34
12184,1.245,4,Perempuan,rural,2,6,37
12185,21.844,9,Perempuan,rural,2,5,38
12186,0.493,3,Perempuan,rural,3,2,29
12187,3.101,1,Perempuan,rural,8,1,24
12188,5.152,2,Perempuan,urban,3,1,33
12189,0.573,8,Laki-Laki,rural,1,2,40
12190,2.349,3,Laki-Laki,rural,7,1,50
12191,0.459,2,Perempuan,rural,2,0,38
12192,0.267,6,Laki-Laki,urban,2,3,36
12193,1.258,2,Perempuan,urban,4,1,27
12194,11.456,4,Perempuan,rural,1,2,34
12195,1.378,3,Laki-Laki,rural,2,2,40
12196,6.601,3,Laki-Laki,urban,1,3,41
12197,1.696,1,Perempuan,urban,5,2,38
12198,5.482,7,Laki-Laki,rural,6,2,46
12199,6.683,4,Perempuan,urban,0,0,39
12200,12.764,8,Laki-Laki,rural,1,7,38
12201,0.041,2,Perempuan,rural,3,2,37
12202,4.449,4,Laki-Laki,rural,7,2,44
12203,5.098,4,Laki-Laki,urban,0,0,46
12204,14.733,18,Laki-Laki,rural,3,3,46
12205,3.160,2,Perempuan,urban,0,2,37
12206,0.675,3,Laki-Laki,rural,1,5,23
12207,3.448,2,Laki-Laki,rural,1,1,40
12208,13.540,6,Laki-Laki,rural,1,3,35
12209,2.135,0,Laki-Laki,rural,0,0,43
12210,0.857,3,Laki-Laki,rural,1,2,42
12211,4.074,1,Perempuan,urban,3,1,36
12212,0.158,2,Laki-Laki,rural,1,2,40
12213,3.018,4,Laki-Laki,rural,3,1,42
12214,1.965,4,Laki-Laki,urban,0,8,37
12215,1.781,2,Laki-Laki,rural,1,1,40
12216,6.196,5,Laki-Laki,rural,1,0,34
12217,2.211,2,Laki-Laki,rural,0,1,38
12218,0.120,0,Laki-Laki,rural,1,6,37
12219,8.859,6,Perempuan,rural,2,3,41
12220,5.983,2,Perempuan,urban,1,0,31
12221,1.083,1,Laki-Laki,urban,1,2,41
12222,8.120,3,Laki-Laki,rural,7,0,35
12223,6.551,4,Laki-Laki,rural,1,3,44
12224,4.683,2,Laki-Laki,rural,2,2,44
12225,2.078,3,Perempuan,rural,2,2,44
12226,4.048,4,Laki-Laki,rural,1,3,34
12227,3.701,5,Perempuan,rural,2,0,43
12228,6.068,0,Perempuan,rural,3,2,41
12229,1.631,3,Perempuan,urban,3,2,35
12230,3.501,7,Laki-Laki,rural,1,3,34
12231,6.623,0,Laki-Laki,rural,1,2,49
12232,5.961,5,Laki-Laki,rural,0,2,38
12233,13.066,4,Laki-Laki,rural,0,1,36
12234,0.458,7,Perempuan,rural,5,4,31
12235,5.142,2,Perempuan,urban,0,0,44
12236,10.723,4,Perempuan,urban,2,0,40
12237,2.868,2,Laki-Laki,urban,1,1,46
12238,2.497,2,Perempuan,urban,3,0,40
12239,5.831,3,Perempuan,urban,5,2,39
12240,0.700,1,Perempuan,urban,3,0,43
12241,3.641,13,Laki-Laki,rural,2,0,36
12242,0.080,4,Perempuan,rural,1,1,26
12243,0.863,2,Laki-Laki,urban,4,2,41
12244,1.781,3,Laki-Laki,urban,0,3,41
12245,4.131,4,Perempuan,urban,6,2,44
12246,3.437,4,Perempuan,urban,3,3,45
12247,10.381,8,Perempuan,urban,3,6,34
12248,2.211,1,Perempuan,urban,3,0,36
12249,2.440,11,Perempuan,rural,5,0,35
12250,11.261,3,Perempuan,urban,1,3,35
12251,5.243,3,Perempuan,rural,1,0,38
12252,0.879,2,Perempuan,urban,1,3,40
12253,14.112,10,Laki-Laki,urban,6,5,35
12254,2.017,3,Perempuan,urban,3,2,35
12255,8.873,1,Laki-Laki,urban,1,4,29
12256,2.321,1,Perempuan,rural,6,1,43
12257,0.467,1,Laki-Laki,urban,1,0,27
12258,0.496,9,Laki-Laki,rural,2,1,38
12259,8.988,4,Laki-Laki,rural,4,6,47
12260,2.261,0,Perempuan,urban,7,1,42
12261,37.617,15,Perempuan,rural,8,7,40
12262,5.532,4,Laki-Laki,urban,1,1,38
12263,6.820,4,Laki-Laki,urban,1,4,42
12264,5.102,4,Perempuan,rural,3,2,40
12265,1.207,2,Perempuan,urban,6,1,41
12266,8.140,4,Laki-Laki,rural,2,1,34
12267,23.306,20,Laki-Laki,rural,1,3,40
12268,0.497,0,Perempuan,rural,4,1,37
12269,7.336,2,Perempuan,rural,2,2,37
12270,6.091,2,Laki-Laki,rural,3,1,40
12271,13.998,7,Perempuan,rural,3,2,40
12272,5.042,15,Laki-Laki,rural,2,3,42
12273,1.741,3,Perempuan,urban,4,0,47
12274,1.403,2,Perempuan,urban,4,2,39
12275,12.082,8,Laki-Laki,urban,1,7,44
12276,2.771,4,Laki-Laki,rural,0,1,46
12277,0.043,1,Perempuan,urban,1,1,43
12278,4.070,6,Laki-Laki,rural,3,2,32
12279,6.882,2,Laki-Laki,rural,0,1,40
12280,6.833,6,Laki-Laki,rural,3,0,30
12281,22.380,6,Laki-Laki,urban,0,7,34
12282,13.177,4,Perempuan,rural,3,6,35
12283,8.023,2,Perempuan,urban,0,5,40
12284,0.405,2,Perempuan,rural,5,0,36
12285,0.526,0,Perempuan,rural,4,1,33
12286,2.246,5,Perempuan,urban,6,1,29
12287,0.670,0,Perempuan,rural,2,2,33
12288,12.857,4,Laki-Laki,rural,0,1,40
12289,5.911,3,Laki-Laki,urban,2,7,29
12290,6.356,3,Laki-Laki,urban,2,2,30
12291,5.820,6,Perempuan,rural,4,3,35
12292,1.474,4,Laki-Laki,rural,5,2,29
12293,0.708,1,Perempuan,urban,0,1,39
12294,8.271,3,Perempuan,rural,2,0,40
12295,1.107,5,Perempuan,rural,7,1,39
12296,0.786,1,Perempuan,urban,4,1,48
12297,11.933,5,Perempuan,rural,1,7,35
12298,0.775,5,Laki-Laki,urban,1,1,33
12299,11.582,2,Laki-Laki,rural,1,1,46
12300,0.203,2,Laki-Laki,rural,0,4,40
12301,44.903,20,Perempuan,urban,1,5,36
12302,0.187,3,Perempuan,urban,3,2,46
12303,6.964,2,Perempuan,rural,1,5,39
12304,8.776,15,Perempuan,urban,2,3,36
12305,7.223,4,Perempuan,urban,4,3,38
12306,1.545,3,Laki-Laki,urban,2,1,42
12307,2.689,6,Laki-Laki,rural,4,0,40
12308,3.939,7,Laki-Laki,rural,2,0,37
12309,15.435,6,Perempuan,rural,4,2,35
12310,8.450,10,Perempuan,urban,2,1,37
12311,5.033,0,Laki-Laki,urban,0,2,42
12312,10.541,3,Laki-Laki,rural,1,6,31
12313,18.525,14,Perempuan,rural,6,2,38
12314,11.778,14,Laki-Laki,urban,2,3,35
12315,1.946,7,Laki-Laki,urban,0,1,31
12316,5.800,6,Perempuan,rural,3,1,33
12317,3.111,3,Laki-Laki,urban,3,3,35
12318,1.883,3,Laki-Laki,urban,2,2,42
12319,2.115,1,Perempuan,urban,3,1,39
12320,4.349,4,Laki-Laki,urban,1,1,35
12321,5.303,3,Laki-Laki,rural,1,3,37
12322,2.296,3,Perempuan,rural,1,2,37
12323,7.469,8,Perempuan,rural,4,4,38
12324,3.131,7,Laki-Laki,rural,3,1,39
12325,1.266,4,Laki-Laki,rural,2,8,39
12326,1.631,0,Laki-Laki,rural,0,1,36
12327,1.694,4,Laki-Laki,rural,4,2,44
12328,1.824,0,Perempuan,rural,3,1,36
12329,2.997,2,Perempuan,rural,2,0,38
12330,3.372,4,Laki-Laki,urban,1,2,41
12331,6.062,2,Laki-Laki,rural,1,1,37
12332,3.985,2,Perempuan,urban,1,2,46
12333,2.551,3,Perempuan,rural,4,3,47
12334,3.817,4,Perempuan,rural,2,0,23
12335,5.866,0,Laki-Laki,urban,6,1,36
12336,0.760,6,Perempuan,urban,3,0,40
12337,0.203,8,Perempuan,rural,8,1,38
12338,57.874,19,Laki-Laki,rural,2,2,49
12339,2.502,4,Laki-Laki,rural,1,0,40
12340,1.142,5,Laki-Laki,urban,2,1,35
12341,7.940,6,Laki-Laki,rural,1,0,42
12342,2.807,5,Perempuan,urban,5,1,38
12343,0.238,3,Laki-Laki,rural,0,3,44
12344,0.339,9,Perempuan,urban,12,1,43
12345,3.767,6,Laki-Laki,rural,3,1,39
12346,0.071,4,Perempuan,urban,2,1,38
12347,0.020,2,Perempuan,urban,2,2,43
12348,2.258,4,Laki-Laki,rural,3,1,34
12349,3.439,4,Perempuan,rural,1,1,33
12350,2.511,9,Perempuan,urban,5,2,34
12351,3.720,5,Perempuan,rural,6,0,37
12352,0.292,3,Perempuan,urban,2,0,38
12353,1.919,4,Perempuan,rural,2,1,35
12354,2.481,2,Perempuan,urban,4,1,36
12355,19.302,2,Laki-Laki,rural,0,4,40
12356,7.435,7,Perempuan,rural,1,4,29
12357,3.961,2,Laki-Laki,rural,0,1,36
12358,4.012,8,Perempuan,rural,3,1,37
12359,3.608,8,Perempuan,rural,4,2,40
12360,16.987,16,Laki-Laki,rural,3,8,35
12361,10.913,2,Perempuan,urban,8,3,36
12362,2.256,3,Perempuan,rural,4,1,47
12363,36.745,12,Perempuan,urban,2,2,28
12364,19.183,9,Laki-Laki,rural,1,4,37
12365,8.416,5,Laki-Laki,rural,6,0,33
12366,2.247,4,Perempuan,rural,3,1,36
12367,59.890,30,Perempuan,urban,6,4,33
12368,1.448,2,Perempuan,rural,0,0,40
12369,3.030,1,Laki-Laki,urban,2,2,29
12370,11.843,7,Perempuan,rural,4,4,46
12371,6.638,5,Perempuan,rural,3,3,42
12372,2.240,1,Perempuan,rural,4,4,40
12373,4.068,3,Perempuan,rural,3,1,40
12374,2.648,6,Perempuan,rural,0,1,33
12375,2.170,1,Perempuan,rural,6,1,39
12376,6.731,10,Perempuan,urban,5,1,38
12377,0.481,1,Laki-Laki,rural,0,3,38
12378,8.001,4,Laki-Laki,urban,0,2,30
12379,1.392,4,Perempuan,urban,0,2,39
12380,0.260,4,Laki-Laki,rural,0,1,40
12381,2.018,1,Laki-Laki,rural,1,1,38
12382,3.441,3,Perempuan,urban,2,2,42
12383,6.626,2,Perempuan,rural,2,0,37
12384,0.776,4,Laki-Laki,rural,0,1,35
12385,18.718,13,Perempuan,rural,8,1,34
12386,7.274,2,Perempuan,rural,4,2,39
12387,4.757,5,Laki-Laki,urban,4,1,44
12388,0.140,1,Perempuan,rural,1,2,39
12389,3.143,1,Laki-Laki,urban,4,1,34
12390,1.178,3,Laki-Laki,urban,1,0,29
12391,2.398,2,Perempuan,rural,2,2,38
12392,1.103,3,Laki-Laki,rural,0,1,40
12393,5.821,5,Perempuan,urban,2,3,30
12394,4.501,3,Perempuan,rural,3,1,33
12395,11.590,6,Laki-Laki,rural,2,1,38
12396,0.963,5,Perempuan,urban,6,2,42
12397,0.558,0,Perempuan,urban,2,4,35
12398,4.265,7,Perempuan,urban,1,0,37
12399,0.079,1,Perempuan,urban,2,1,29
12400,0.106,7,Perempuan,rural,3,3,45
12401,12.079,7,Laki-Laki,rural,4,3,37
12402,1.353,4,Laki-Laki,rural,1,2,40
12403,2.451,3,Perempuan,rural,4,2,31
12404,0.082,2,Perempuan,rural,0,2,36
12405,0.531,1,Laki-Laki,rural,1,2,41
12406,0.382,3,Perempuan,urban,4,3,31
12407,2.890,3,Laki-Laki,urban,2,1,39
12408,4.245,4,Perempuan,rural,1,1,37
12409,0.291,1,Laki-Laki,rural,0,1,43
12410,1.050,3,Perempuan,rural,0,0,42
12411,1.989,4,Laki-Laki,urban,1,2,38
12412,2.098,4,Laki-Laki,urban,7,2,39
12413,10.298,8,Perempuan,rural,4,6,38
12414,13.146,2,Laki-Laki,urban,0,3,35
12415,6.851,4,Perempuan,urban,3,1,38
12416,4.551,6,Laki-Laki,rural,4,2,43
12417,6.273,4,Perempuan,rural,4,2,41
12418,0.425,5,Perempuan,rural,9,2,33
12419,6.969,9,Laki-Laki,rural,1,2,34
12420,2.568,5,Perempuan,urban,1,3,40
12421,0.268,1,Laki-Laki,rural,1,2,41
12422,11.874,3,Perempuan,rural,1,4,46
12423,4.986,2,Perempuan,rural,4,2,31
12424,8.240,5,Laki-Laki,urban,4,2,36
12425,4.845,2,Laki-Laki,rural,6,3,42
12426,36.289,10,Laki-Laki,rural,9,7,40
12427,12.424,3,Perempuan,rural,5,2,29
12428,5.359,3,Laki-Laki,urban,0,1,38
12429,9.829,9,Perempuan,rural,2,4,45
12430,11.904,9,Perempuan,rural,4,2,37
12431,2.603,1,Perempuan,rural,0,2,34
12432,0.158,2,Perempuan,rural,2,3,34
12433,3.056,3,Perempuan,urban,4,0,29
12434,6.263,7,Laki-Laki,rural,2,2,43
12435,0.523,3,Laki-Laki,rural,0,3,33
12436,6.543,7,Laki-Laki,urban,3,1,35
12437,15.116,11,Laki-Laki,rural,4,2,46
12438,1.871,1,Laki-Laki,rural,1,0,41
12439,11.504,12,Laki-Laki,rural,2,2,38
12440,0.634,1,Perempuan,rural,5,0,36
12441,0.022,2,Perempuan,rural,11,1,46
12442,7.687,2,Laki-Laki,rural,1,2,47
12443,7.051,1,Laki-Laki,urban,0,1,40
12444,18.880,9,Laki-Laki,urban,2,4,36
12445,2.320,5,Laki-Laki,rural,0,0,39
12446,3.464,2,Laki-Laki,rural,0,0,37
12447,0.171,4,Laki-Laki,urban,1,2,32
12448,2.374,1,Perempuan,rural,1,3,35
12449,2.811,4,Laki-Laki,rural,1,1,39
12450,16.489,9,Laki-Laki,rural,1,5,40
12451,4.159,2,Laki-Laki,urban,13,1,31
12452,0.793,1,Laki-Laki,rural,4,2,42
12453,0.145,2,Perempuan,urban,3,4,42
12454,15.886,6,Laki-Laki,urban,3,1,41
12455,2.666,3,Laki-Laki,rural,0,3,40
12456,4.613,2,Laki-Laki,urban,1,2,34
12457,4.154,6,Perempuan,rural,4,2,43
12458,1.496,7,Perempuan,rural,9,2,35
12459,2.516,4,Laki-Laki,urban,4,5,30
12460,4.402,4,Perempuan,urban,5,6,43
12461,9.053,4,Laki-Laki,urban,0,2,36
12462,6.460,2,Laki-Laki,rural,2,7,32
12463,0.569,0,Laki-Laki,rural,3,1,38
12464,4.001,5,Laki-Laki,urban,1,4,45
12465,4.760,1,Laki-Laki,urban,3,0,37
12466,9.369,10,Laki-Laki,rural,7,1,33
12467,18.191,7,Laki-Laki,urban,4,4,34
12468,10.031,3,Laki-Laki,urban,0,2,33
12469,0.403,3,Perempuan,rural,2,0,46
12470,7.871,5,Perempuan,rural,2,1,43
12471,1.725,2,Perempuan,rural,2,1,36
12472,3.865,4,Perempuan,rural,4,0,33
12473,1.565,6,Laki-Laki,rural,1,2,40
12474,37.424,23,Perempuan,rural,5,2,40
12475,3.647,5,Laki-Laki,rural,0,3,48
12476,0.328,1,Perempuan,urban,1,0,46
12477,0.676,4,Laki-Laki,rural,0,0,33
12478,2.207,6,Perempuan,urban,3,4,35
12479,13.186,13,Perempuan,urban,4,2,50
12480,8.089,4,Laki-Laki,rural,1,3,37
12481,12.223,6,Perempuan,rural,2,1,37
12482,29.227,7,Perempuan,rural,3,3,41
12483,4.445,9,Perempuan,urban,7,4,36
12484,7.660,2,Laki-Laki,rural,2,0,40
12485,0.150,1,Laki-Laki,urban,1,2,40
12486,45.657,15,Laki-Laki,rural,4,9,32
12487,4.381,2,Laki-Laki,rural,0,1,31
12488,19.838,15,Laki-Laki,urban,4,2,41
12489,21.544,8,Laki-Laki,rural,2,4,46
12490,0.484,3,Laki-Laki,rural,1,2,38
12491,1.552,5,Laki-Laki,urban,4,1,37
12492,17.067,2,Perempuan,rural,4,0,40
12493,7.383,6,Perempuan,rural,8,0,28
12494,9.912,9,Laki-Laki,rural,2,0,42
12495,5.752,5,Perempuan,rural,4,5,44
12496,11.083,1,Laki-Laki,urban,1,4,36
12497,0.820,0,Laki-Laki,rural,2,0,41
12498,0.030,4,Perempuan,urban,6,1,38
12499,1.638,3,Perempuan,rural,5,1,34
12500,2.191,1,Perempuan,rural,2,2,44
12501,0.782,4,Perempuan,urban,1,0,41
12502,0.288,4,Laki-Laki,rural,0,3,34
12503,4.703,6,Perempuan,rural,6,0,34
12504,0.713,7,Laki-Laki,urban,1,2,33
12505,5.773,2,Laki-Laki,rural,0,2,46
12506,0.563,1,Perempuan,urban,4,1,34
12507,1.258,3,Laki-Laki,rural,1,4,37
12508,19.638,5,Laki-Laki,rural,9,4,39
12509,0.820,1,Perempuan,urban,2,0,39
12510,4.189,4,Perempuan,rural,2,3,46
12511,1.181,2,Laki-Laki,rural,1,2,31
12512,0.815,4,Perempuan,rural,0,3,31
12513,10.257,7,Perempuan,rural,6,0,35
12514,1.503,4,Laki-Laki,urban,1,2,32
12515,4.241,5,Laki-Laki,urban,0,1,32
12516,3.723,2,Laki-Laki,urban,0,0,45
12517,4.153,2,Perempuan,rural,0,3,42
12518,0.156,4,Perempuan,urban,1,1,35
12519,1.120,1,Perempuan,urban,2,1,36
12520,0.860,4,Perempuan,rural,3,2,35
12521,4.622,3,Laki-Laki,rural,0,1,41
12522,2.708,2,Perempuan,rural,1,0,37
12523,7.160,4,Laki-Laki,rural,3,1,40
12524,27.638,13,Perempuan,rural,6,6,40
12525,8.101,5,Laki-Laki,urban,1,1,48
12526,2.155,4,Laki-Laki,urban,1,0,43
12527,16.410,5,Perempuan,rural,4,1,32
12528,8.074,7,Perempuan,urban,6,5,31
12529,3.286,3,Perempuan,urban,2,1,37
12530,11.289,8,Perempuan,urban,9,3,28
12531,1.816,2,Perempuan,rural,2,2,31
12532,1.839,2,Laki-Laki,rural,2,3,45
12533,3.171,1,Laki-Laki,rural,1,2,40
12534,0.230,2,Perempuan,urban,2,4,34
12535,4.997,3,Laki-Laki,urban,0,2,47
12536,2.610,3,Laki-Laki,rural,1,2,40
12537,5.117,4,Perempuan,urban,1,0,43
12538,4.973,0,Perempuan,urban,0,6,32
12539,7.650,2,Perempuan,urban,5,5,39
12540,0.231,5,Laki-Laki,urban,1,2,38
12541,6.839,6,Perempuan,urban,6,1,41
12542,1.425,3,Laki-Laki,urban,5,2,35
12543,5.785,3,Perempuan,rural,0,0,41
12544,5.259,4,Perempuan,urban,3,0,42
12545,8.092,6,Perempuan,rural,0,1,39
12546,3.891,6,Perempuan,rural,3,3,42
12547,5.994,3,Perempuan,urban,3,0,35
12548,0.617,5,Laki-Laki,rural,2,2,38
12549,19.856,10,Laki-Laki,urban,2,3,36
12550,1.082,1,Laki-Laki,rural,0,4,36
12551,10.039,4,Laki-Laki,rural,0,0,24
12552,6.047,12,Laki-Laki,urban,2,4,36
12553,0.471,4,Laki-Laki,rural,3,1,34
12554,9.404,9,Perempuan,urban,1,1,37
12555,6.756,5,Perempuan,urban,4,4,43
12556,32.222,12,Laki-Laki,urban,7,7,42
12557,2.175,2,Perempuan,rural,4,3,44
12558,8.213,4,Perempuan,rural,2,2,44
12559,20.239,11,Perempuan,rural,7,3,33
12560,1.450,2,Laki-Laki,rural,1,3,44
12561,3.034,6,Laki-Laki,rural,3,3,38
12562,3.081,3,Laki-Laki,rural,1,2,28
12563,8.882,3,Perempuan,urban,4,2,35
12564,0.087,2,Perempuan,rural,1,1,42
12565,2.801,4,Perempuan,urban,7,6,43
12566,0.731,1,Perempuan,urban,1,1,38
12567,54.129,19,Laki-Laki,urban,2,4,40
12568,3.288,5,Laki-Laki,rural,1,0,39
12569,0.810,2,Perempuan,rural,2,3,32
12570,13.687,13,Laki-Laki,rural,2,6,29
12571,7.289,1,Laki-Laki,rural,2,1,35
12572,2.029,5,Laki-Laki,rural,6,2,45
12573,10.549,6,Perempuan,rural,3,2,39
12574,1.547,2,Perempuan,rural,0,4,41
12575,4.303,4,Laki-Laki,rural,1,1,33
12576,0.016,1,Perempuan,urban,2,3,40
12577,5.634,6,Perempuan,urban,3,1,41
12578,14.280,9,Laki-Laki,urban,2,3,41
12579,1.709,0,Laki-Laki,rural,1,1,36
12580,1.729,0,Perempuan,rural,3,1,34
12581,0.113,3,Perempuan,urban,4,2,38
12582,0.552,4,Laki-Laki,rural,1,2,41
12583,7.466,4,Perempuan,urban,3,1,41
12584,1.130,4,Perempuan,rural,2,2,44
12585,26.440,14,Perempuan,urban,4,4,38
12586,0.222,5,Perempuan,rural,4,1,34
12587,7.803,1,Laki-Laki,rural,1,2,36
12588,31.856,10,Laki-Laki,rural,3,6,30
12589,2.654,1,Perempuan,rural,3,5,28
12590,2.651,2,Perempuan,rural,2,1,40
12591,1.190,2,Perempuan,urban,2,6,44
12592,14.811,5,Laki-Laki,rural,0,1,31
12593,45.516,15,Perempuan,urban,3,9,42
12594,4.684,2,Laki-Laki,urban,1,3,35
12595,1.979,0,Laki-Laki,rural,2,0,36
12596,14.336,15,Laki-Laki,rural,7,3,39
12597,2.329,2,Laki-Laki,urban,1,2,26
12598,1.239,4,Laki-Laki,urban,4,2,43
12599,1.795,0,Perempuan,rural,7,0,40
12600,14.661,4,Perempuan,rural,5,2,46
12601,3.378,5,Perempuan,rural,2,2,40
12602,10.227,10,Perempuan,rural,2,1,50
12603,0.830,5,Laki-Laki,urban,1,2,36
12604,9.013,9,Perempuan,urban,5,1,31
12605,0.712,2,Perempuan,urban,3,1,50
12606,0.770,2,Laki-Laki,urban,1,1,44
12607,6.173,5,Perempuan,rural,3,2,43
12608,2.900,2,Laki-Laki,urban,1,3,39
12609,9.844,2,Laki-Laki,urban,1,5,35
12610,1.573,2,Perempuan,rural,6,2,43
12611,0.003,5,Perempuan,rural,3,2,44
12612,2.551,5,Laki-Laki,rural,2,4,34
12613,2.876,3,Perempuan,urban,1,1,47
12614,4.874,5,Perempuan,rural,7,2,34
12615,4.625,3,Laki-Laki,rural,1,0,40
12616,25.686,11,Perempuan,rural,4,3,36
12617,0.189,4,Laki-Laki,urban,0,3,35
12618,7.245,3,Laki-Laki,urban,0,5,41
12619,21.808,6,Laki-Laki,urban,0,8,40
12620,5.281,1,Laki-Laki,rural,6,2,36
12621,3.127,3,Laki-Laki,urban,0,1,38
12622,5.727,4,Laki-Laki,rural,1,3,37
12623,3.157,3,Laki-Laki,urban,3,1,25
12624,5.902,7,Perempuan,rural,4,2,41
12625,0.296,2,Perempuan,urban,2,0,42
12626,3.441,4,Laki-Laki,urban,0,2,37
12627,2.027,0,Perempuan,urban,2,1,35
12628,12.088,5,Perempuan,urban,2,1,49
12629,0.108,2,Perempuan,rural,0,2,37
12630,3.795,4,Laki-Laki,rural,1,2,38
12631,1.386,3,Laki-Laki,rural,1,3,34
12632,14.301,6,Laki-Laki,urban,1,1,35
12633,1.790,1,Laki-Laki,rural,1,2,35
12634,1.109,1,Laki-Laki,rural,1,1,27
12635,0.357,3,Laki-Laki,rural,0,2,33
12636,6.267,2,Laki-Laki,rural,1,0,31
12637,8.714,3,Laki-Laki,urban,0,0,36
12638,0.166,4,Laki-Laki,urban,2,2,39
12639,0.557,12,Perempuan,urban,4,3,40
12640,0.277,2,Perempuan,rural,2,1,30
12641,0.150,1,Perempuan,urban,3,1,35
12642,0.357,1,Laki-Laki,rural,0,3,40
12643,18.998,7,Perempuan,urban,8,2,39
12644,84.103,32,Perempuan,rural,4,9,40
12645,0.291,4,Perempuan,urban,2,1,42
12646,6.969,8,Laki-Laki,rural,8,2,37
12647,10.915,6,Laki-Laki,urban,3,2,36
12648,2.196,0,Laki-Laki,urban,0,0,44
12649,4.124,1,Laki-Laki,rural,2,3,40
12650,4.308,5,Laki-Laki,urban,2,2,38
12651,0.259,1,Perempuan,urban,1,4,38
12652,3.514,3,Laki-Laki,urban,0,1,38
12653,0.925,2,Laki-Laki,rural,1,2,33
12654,1.022,2,Perempuan,urban,4,2,45
12655,2.969,1,Laki-Laki,rural,2,1,34
12656,8.358,7,Laki-Laki,rural,1,3,37
12657,17.191,7,Laki-Laki,urban,0,0,26
12658,6.841,4,Perempuan,rural,5,1,45
12659,7.927,7,Perempuan,urban,4,1,42
12660,1.570,1,Perempuan,urban,5,1,33
